Province_State,week,cases
Maryland,2020-W07,0
Maryland,2020-W08,0
Maryland,2020-W09,0
Maryland,2020-W11,69
Maryland,2020-W12,880
Maryland,2020-W13,4656
Maryland,2020-W14,3073
Maryland,2020-W16,75969
Maryland,2020-W17,111352
Maryland,2020-W18,82191
Maryland,2020-W20,184473
Maryland,2020-W21,303394
Maryland,2020-W22,348752
Maryland,2020-W24,123006
Maryland,2020-W25,442449
Maryland,2020-W26,460066
Maryland,2020-W27,134813
Maryland,2020-W29,530175
Maryland,2020-W30,567806
Maryland,2020-W31,432208
Maryland,2020-W33,396940
Maryland,2020-W34,716352
Maryland,2020-W35,743013
Maryland,2020-W36,108249
Maryland,2020-W37,116110
Maryland,2020-W38,829260
Maryland,2020-W39,853311
Maryland,2020-W40,372916
Maryland,2020-W42,803922
Maryland,2020-W43,966570
Maryland,2020-W44,857992
Maryland,2020-W46,491789
Maryland,2020-W47,1223213
Maryland,2020-W48,1331655
Maryland,2020-W49,198370
Maryland,2020-W50,234647
Maryland,2020-W51,1708189
Maryland,2020-W52,1822858
Maryland,2020-W53,1090595
Massachusetts,2020-W04,0
Massachusetts,2020-W05,3
Massachusetts,2020-W07,8
Massachusetts,2020-W08,14
Massachusetts,2020-W09,12
Massachusetts,2020-W11,880
Massachusetts,2020-W12,9570
Massachusetts,2020-W13,36748
Massachusetts,2020-W14,18584
Massachusetts,2020-W16,264990
Massachusetts,2020-W17,372142
Massachusetts,2020-W18,254824
Massachusetts,2020-W20,432052
Massachusetts,2020-W21,643159
Massachusetts,2020-W22,671970
Massachusetts,2020-W24,202712
Massachusetts,2020-W25,715875
Massachusetts,2020-W26,724787
Massachusetts,2020-W27,208653
Massachusetts,2020-W29,753934
Massachusetts,2020-W30,765576
Massachusetts,2020-W31,555648
Massachusetts,2020-W33,463640
Massachusetts,2020-W34,822808
Massachusetts,2020-W35,838178
Massachusetts,2020-W36,121018
Massachusetts,2020-W37,124826
Massachusetts,2020-W38,883603
Massachusetts,2020-W39,903443
Massachusetts,2020-W40,394772
Massachusetts,2020-W42,851919
Massachusetts,2020-W43,1031671
Massachusetts,2020-W44,930318
Massachusetts,2020-W46,557512
Massachusetts,2020-W47,1389775
Massachusetts,2020-W48,1515695
Massachusetts,2020-W49,226132
Massachusetts,2020-W50,290578
Massachusetts,2020-W51,2163477
Massachusetts,2020-W52,2380724
Massachusetts,2020-W53,1461109
Michigan,2020-W04,0
Michigan,2020-W05,0
Michigan,2020-W07,0
Michigan,2020-W08,0
Michigan,2020-W09,0
Michigan,2020-W11,105
Michigan,2020-W12,2866
Michigan,2020-W13,23387
Michigan,2020-W14,14754
Michigan,2020-W16,209718
Michigan,2020-W17,256280
Michigan,2020-W18,167057
Michigan,2020-W20,268074
Michigan,2020-W21,404614
Michigan,2020-W22,428072
Michigan,2020-W24,131890
Michigan,2020-W25,468002
Michigan,2020-W26,482652
Michigan,2020-W27,140951
Michigan,2020-W29,557613
Michigan,2020-W30,590970
Michigan,2020-W31,444460
Michigan,2020-W33,404621
Michigan,2020-W34,732330
Michigan,2020-W35,770944
Michigan,2020-W36,113025
Michigan,2020-W37,123058
Michigan,2020-W38,885401
Michigan,2020-W39,925738
Michigan,2020-W40,410536
Michigan,2020-W42,945559
Michigan,2020-W43,1191411
Michigan,2020-W44,1128784
Michigan,2020-W46,819946
Michigan,2020-W47,2179116
Michigan,2020-W48,2519681
Michigan,2020-W49,388942
Michigan,2020-W50,465159
Michigan,2020-W51,3405109
Michigan,2020-W52,3563743
Michigan,2020-W53,2100957
Minnesota,2020-W04,0
Minnesota,2020-W05,0
Minnesota,2020-W07,0
Minnesota,2020-W08,0
Minnesota,2020-W09,0
Minnesota,2020-W11,56
Minnesota,2020-W12,692
Minnesota,2020-W13,2465
Minnesota,2020-W14,1205
Minnesota,2020-W16,13569
Minnesota,2020-W17,20934
Minnesota,2020-W18,17772
Minnesota,2020-W20,71229
Minnesota,2020-W21,128694
Minnesota,2020-W22,161257
Minnesota,2020-W24,60643
Minnesota,2020-W25,221964
Minnesota,2020-W26,239780
Minnesota,2020-W27,72164
Minnesota,2020-W29,310718
Minnesota,2020-W30,342178
Minnesota,2020-W31,265186
Minnesota,2020-W33,256281
Minnesota,2020-W34,472318
Minnesota,2020-W35,507317
Minnesota,2020-W36,75864
Minnesota,2020-W37,84311
Minnesota,2020-W38,609380
Minnesota,2020-W39,654058
Minnesota,2020-W40,295219
Minnesota,2020-W42,710921
Minnesota,2020-W43,900500
Minnesota,2020-W44,848600
Minnesota,2020-W46,646948
Minnesota,2020-W47,1749725
Minnesota,2020-W48,2050015
Minnesota,2020-W49,318763
Minnesota,2020-W50,378823
Minnesota,2020-W51,2725431
Minnesota,2020-W52,2827253
Minnesota,2020-W53,1649657
Mississippi,2020-W04,0
Mississippi,2020-W05,0
Mississippi,2020-W07,0
Mississippi,2020-W08,0
Mississippi,2020-W09,0
Mississippi,2020-W11,18
Mississippi,2020-W12,544
Mississippi,2020-W13,3432
Mississippi,2020-W14,1784
Mississippi,2020-W16,25054
Mississippi,2020-W17,36338
Mississippi,2020-W18,25820
Mississippi,2020-W20,53793
Mississippi,2020-W21,86215
Mississippi,2020-W22,101150
Mississippi,2020-W24,38864
Mississippi,2020-W25,143156
Mississippi,2020-W26,169656
Mississippi,2020-W27,53814
Mississippi,2020-W29,277899
Mississippi,2020-W30,337257
Mississippi,2020-W31,278996
Mississippi,2020-W33,284807
Mississippi,2020-W34,527108
Mississippi,2020-W35,564415
Mississippi,2020-W36,82950
Mississippi,2020-W37,89874
Mississippi,2020-W38,642593
Mississippi,2020-W39,667028
Mississippi,2020-W40,292877
Mississippi,2020-W42,650164
Mississippi,2020-W43,791170
Mississippi,2020-W44,708080
Mississippi,2020-W46,399619
Mississippi,2020-W47,972898
Mississippi,2020-W48,1031553
Mississippi,2020-W49,153270
Mississippi,2020-W50,179447
Mississippi,2020-W51,1314797
Mississippi,2020-W52,1411756
Mississippi,2020-W53,846987
Missouri,2020-W04,0
Missouri,2020-W05,0
Missouri,2020-W07,0
Missouri,2020-W08,0
Missouri,2020-W09,0
Missouri,2020-W11,21
Missouri,2020-W12,514
Missouri,2020-W13,4604
Missouri,2020-W14,3089
Missouri,2020-W16,37437
Missouri,2020-W17,47254
Missouri,2020-W18,31126
Missouri,2020-W20,54484
Missouri,2020-W21,82892
Missouri,2020-W22,91378
Missouri,2020-W24,32475
Missouri,2020-W25,122362
Missouri,2020-W26,140210
Missouri,2020-W27,43910
Missouri,2020-W29,223055
Missouri,2020-W30,273796
Missouri,2020-W31,240389
Missouri,2020-W33,269768
Missouri,2020-W34,515774
Missouri,2020-W35,572355
Missouri,2020-W36,87176
Missouri,2020-W37,106244
Missouri,2020-W38,786003
Missouri,2020-W39,862712
Missouri,2020-W40,390412
Missouri,2020-W42,950862
Missouri,2020-W43,1199119
Missouri,2020-W44,1113146
Missouri,2020-W46,754548
Missouri,2020-W47,1929443
Missouri,2020-W48,2147748
Missouri,2020-W49,321958
Missouri,2020-W50,377820
Missouri,2020-W51,2752723
Missouri,2020-W52,2918892
Missouri,2020-W53,1733952
Montana,2020-W04,0
Montana,2020-W05,0
Montana,2020-W07,0
Montana,2020-W08,0
Montana,2020-W09,0
Montana,2020-W11,12
Montana,2020-W12,116
Montana,2020-W13,632
Montana,2020-W14,369
Montana,2020-W16,2893
Montana,2020-W17,3088
Montana,2020-W18,1804
Montana,2020-W20,2326
Montana,2020-W21,3335
Montana,2020-W22,3437
Montana,2020-W24,1189
Montana,2020-W25,4589
Montana,2020-W26,5590
Montana,2020-W27,1886
Montana,2020-W29,15492
Montana,2020-W30,20690
Montana,2020-W31,18309
Montana,2020-W33,22357
Montana,2020-W34,42687
Montana,2020-W35,48481
Montana,2020-W36,7421
Montana,2020-W37,9021
Montana,2020-W38,67762
Montana,2020-W39,78861
Montana,2020-W40,38208
Montana,2020-W42,127395
Montana,2020-W43,179360
Montana,2020-W44,183383
Montana,2020-W46,137288
Montana,2020-W47,363340
Montana,2020-W48,414574
Montana,2020-W49,62198
Montana,2020-W50,73303
Montana,2020-W51,527251
Montana,2020-W52,550864
Montana,2020-W53,323280
Nebraska,2020-W04,0
Nebraska,2020-W05,0
Nebraska,2020-W07,0
Nebraska,2020-W08,0
Nebraska,2020-W09,0
Nebraska,2020-W11,49
Nebraska,2020-W12,220
Nebraska,2020-W13,548
Nebraska,2020-W14,317
Nebraska,2020-W16,7353
Nebraska,2020-W17,15521
Nebraska,2020-W18,15007
Nebraska,2020-W20,48179
Nebraska,2020-W21,79787
Nebraska,2020-W22,92868
Nebraska,2020-W24,33370
Nebraska,2020-W25,121641
Nebraska,2020-W26,128827
Nebraska,2020-W27,38219
Nebraska,2020-W29,154654
Nebraska,2020-W30,166528
Nebraska,2020-W31,127455
Nebraska,2020-W33,120261
Nebraska,2020-W34,219071
Nebraska,2020-W35,231458
Nebraska,2020-W36,34287
Nebraska,2020-W37,38188
Nebraska,2020-W38,279219
Nebraska,2020-W39,299003
Nebraska,2020-W40,135186
Nebraska,2020-W42,335552
Nebraska,2020-W43,429341
Nebraska,2020-W44,404947
Nebraska,2020-W46,289917
Nebraska,2020-W47,760054
Nebraska,2020-W48,848331
Nebraska,2020-W49,128407
Nebraska,2020-W50,148861
Nebraska,2020-W51,1072250
Nebraska,2020-W52,1119919
Nebraska,2020-W53,658725
Nevada,2020-W04,0
Nevada,2020-W05,0
Nevada,2020-W07,0
Nevada,2020-W08,0
Nevada,2020-W09,0
Nevada,2020-W11,58
Nevada,2020-W12,762
Nevada,2020-W13,3348
Nevada,2020-W14,2126
Nevada,2020-W16,23427
Nevada,2020-W17,29727
Nevada,2020-W18,19508
Nevada,2020-W20,33475
Nevada,2020-W21,51877
Nevada,2020-W22,57932
Nevada,2020-W24,22198
Nevada,2020-W25,85761
Nevada,2020-W26,105485
Nevada,2020-W27,36350
Nevada,2020-W29,224054
Nevada,2020-W30,278361
Nevada,2020-W31,229485
Nevada,2020-W33,240312
Nevada,2020-W34,446321
Nevada,2020-W35,471530
Nevada,2020-W36,69228
Nevada,2020-W37,73537
Nevada,2020-W38,523016
Nevada,2020-W39,541174
Nevada,2020-W40,238766
Nevada,2020-W42,530716
Nevada,2020-W43,651439
Nevada,2020-W44,589662
Nevada,2020-W46,355926
Nevada,2020-W47,894564
Nevada,2020-W48,1008419
Nevada,2020-W49,152171
Nevada,2020-W50,186833
Nevada,2020-W51,1376682
Nevada,2020-W52,1482257
Nevada,2020-W53,885827
New Hampshire,2020-W04,0
New Hampshire,2020-W05,0
New Hampshire,2020-W07,0
New Hampshire,2020-W08,0
New Hampshire,2020-W09,0
New Hampshire,2020-W11,20
New Hampshire,2020-W12,309
New Hampshire,2020-W13,1006
New Hampshire,2020-W14,671
New Hampshire,2020-W16,8204
New Hampshire,2020-W17,11576
New Hampshire,2020-W18,8152
New Hampshire,2020-W20,17286
New Hampshire,2020-W21,27428
New Hampshire,2020-W22,30738
New Hampshire,2020-W24,10617
New Hampshire,2020-W25,38143
New Hampshire,2020-W26,39500
New Hampshire,2020-W27,11542
New Hampshire,2020-W29,42967
New Hampshire,2020-W30,44350
New Hampshire,2020-W31,32581
New Hampshire,2020-W33,27853
New Hampshire,2020-W34,49379
New Hampshire,2020-W35,50362
New Hampshire,2020-W36,7275
New Hampshire,2020-W37,7696
New Hampshire,2020-W38,54754
New Hampshire,2020-W39,56371
New Hampshire,2020-W40,24707
New Hampshire,2020-W42,56818
New Hampshire,2020-W43,70163
New Hampshire,2020-W44,64304
New Hampshire,2020-W46,42617
New Hampshire,2020-W47,112909
New Hampshire,2020-W48,134412
New Hampshire,2020-W49,21033
New Hampshire,2020-W50,31705
New Hampshire,2020-W51,244034
New Hampshire,2020-W52,278437
New Hampshire,2020-W53,173915
New Jersey,2020-W04,0
New Jersey,2020-W05,0
New Jersey,2020-W07,0
New Jersey,2020-W08,0
New Jersey,2020-W09,0
New Jersey,2020-W11,190
New Jersey,2020-W12,5695
New Jersey,2020-W13,51132
New Jersey,2020-W14,35332
New Jersey,2020-W16,524943
New Jersey,2020-W17,693780
New Jersey,2020-W18,460061
New Jersey,2020-W20,720517
New Jersey,2020-W21,1061315
New Jersey,2020-W22,1105601
New Jersey,2020-W24,334566
New Jersey,2020-W25,1181294
New Jersey,2020-W26,1197592
New Jersey,2020-W27,344832
New Jersey,2020-W29,1245717
New Jersey,2020-W30,1259872
New Jersey,2020-W31,914322
New Jersey,2020-W33,760117
New Jersey,2020-W34,1342108
New Jersey,2020-W35,1358226
New Jersey,2020-W36,195500
New Jersey,2020-W37,200795
New Jersey,2020-W38,1419140
New Jersey,2020-W39,1445405
New Jersey,2020-W40,629787
New Jersey,2020-W42,1348402
New Jersey,2020-W43,1634690
New Jersey,2020-W44,1470194
New Jersey,2020-W46,885890
New Jersey,2020-W47,2221642
New Jersey,2020-W48,2450047
New Jersey,2020-W49,368086
New Jersey,2020-W50,440464
New Jersey,2020-W51,3229476
New Jersey,2020-W52,3473112
New Jersey,2020-W53,2083596
New Mexico,2020-W04,0
New Mexico,2020-W05,0
New Mexico,2020-W07,0
New Mexico,2020-W08,0
New Mexico,2020-W09,0
New Mexico,2020-W11,36
New Mexico,2020-W12,261
New Mexico,2020-W13,990
New Mexico,2020-W14,552
New Mexico,2020-W16,10815
New Mexico,2020-W17,16438
New Mexico,2020-W18,12423
New Mexico,2020-W20,28314
New Mexico,2020-W21,45270
New Mexico,2020-W22,51578
New Mexico,2020-W24,19344
New Mexico,2020-W25,71251
New Mexico,2020-W26,78550
New Mexico,2020-W27,24129
New Mexico,2020-W29,112947
New Mexico,2020-W30,127028
New Mexico,2020-W31,100417
New Mexico,2020-W33,92857
New Mexico,2020-W34,167572
New Mexico,2020-W35,174303
New Mexico,2020-W36,25352
New Mexico,2020-W37,26761
New Mexico,2020-W38,190446
New Mexico,2020-W39,197707
New Mexico,2020-W40,87577
New Mexico,2020-W42,211862
New Mexico,2020-W43,276361
New Mexico,2020-W44,266884
New Mexico,2020-W46,189378
New Mexico,2020-W47,516014
New Mexico,2020-W48,629544
New Mexico,2020-W49,97095
New Mexico,2020-W50,119800
New Mexico,2020-W51,880681
New Mexico,2020-W52,943107
New Mexico,2020-W53,562584
New York,2020-W04,0
New York,2020-W05,0
New York,2020-W07,0
New York,2020-W08,0
New York,2020-W09,0
New York,2020-W11,1569
New York,2020-W12,42357
New York,2020-W13,271552
New York,2020-W14,142516
New York,2020-W16,1610444
New York,2020-W17,1917439
New York,2020-W18,1210925
New York,2020-W20,1742529
New York,2020-W21,2514760
New York,2020-W22,2588713
New York,2020-W24,770901
New York,2020-W25,2717681
New York,2020-W26,2749563
New York,2020-W27,791315
New York,2020-W29,2853904
New York,2020-W30,2889676
New York,2020-W31,2083920
New York,2020-W33,1707784
New York,2020-W34,3011359
New York,2020-W35,3040946
New York,2020-W36,437154
New York,2020-W37,446862
New York,2020-W38,3149471
New York,2020-W39,3189149
New York,2020-W40,1381664
New York,2020-W42,2902559
New York,2020-W43,3457742
New York,2020-W44,3037033
New York,2020-W46,1684378
New York,2020-W47,4103112
New York,2020-W48,4401318
New York,2020-W49,656413
New York,2020-W50,784815
New York,2020-W51,5779837
New York,2020-W52,6298740
New York,2020-W53,3832936
North Carolina,2020-W04,0
North Carolina,2020-W05,0
North Carolina,2020-W07,0
North Carolina,2020-W08,0
North Carolina,2020-W09,0
North Carolina,2020-W11,87
North Carolina,2020-W12,1177
North Carolina,2020-W13,5721
North Carolina,2020-W14,3004
North Carolina,2020-W16,41093
North Carolina,2020-W17,57194
North Carolina,2020-W18,41757
North Carolina,2020-W20,90444
North Carolina,2020-W21,152638
North Carolina,2020-W22,187727
North Carolina,2020-W24,89681
North Carolina,2020-W25,351221
North Carolina,2020-W26,416865
North Carolina,2020-W27,132557
North Carolina,2020-W29,674434
North Carolina,2020-W30,769746
North Carolina,2020-W31,608249
North Carolina,2020-W33,588687
North Carolina,2020-W34,1087241
North Carolina,2020-W35,1167441
North Carolina,2020-W36,172879
North Carolina,2020-W37,189768
North Carolina,2020-W38,1367573
North Carolina,2020-W39,1432628
North Carolina,2020-W40,630893
North Carolina,2020-W42,1441203
North Carolina,2020-W43,1773605
North Carolina,2020-W44,1607247
North Carolina,2020-W46,926586
North Carolina,2020-W47,2275604
North Carolina,2020-W48,2448750
North Carolina,2020-W49,364512
North Carolina,2020-W50,436595
North Carolina,2020-W51,3215040
North Carolina,2020-W52,3486840
North Carolina,2020-W53,2117370
North Dakota,2020-W04,0
North Dakota,2020-W05,0
North Dakota,2020-W07,0
North Dakota,2020-W08,0
North Dakota,2020-W09,0
North Dakota,2020-W11,3
North Dakota,2020-W12,111
North Dakota,2020-W13,422
North Dakota,2020-W14,231
North Dakota,2020-W16,3273
North Dakota,2020-W17,5395
North Dakota,2020-W18,4202
North Dakota,2020-W20,9133
North Dakota,2020-W21,15473
North Dakota,2020-W22,17637
North Dakota,2020-W24,6186
North Dakota,2020-W25,22570
North Dakota,2020-W26,23992
North Dakota,2020-W27,7195
North Dakota,2020-W29,33549
North Dakota,2020-W30,39244
North Dakota,2020-W31,31698
North Dakota,2020-W33,33951
North Dakota,2020-W34,65944
North Dakota,2020-W35,77416
North Dakota,2020-W36,11978
North Dakota,2020-W37,15793
North Dakota,2020-W38,119817
North Dakota,2020-W39,138489
North Dakota,2020-W40,65260
North Dakota,2020-W42,184040
North Dakota,2020-W43,251787
North Dakota,2020-W44,252557
North Dakota,2020-W46,193570
North Dakota,2020-W47,495203
North Dakota,2020-W48,546528
North Dakota,2020-W49,80755
North Dakota,2020-W50,87560
North Dakota,2020-W51,621838
North Dakota,2020-W52,633406
North Dakota,2020-W53,366663
Northern Mariana Islands,2020-W04,0
Northern Mariana Islands,2020-W05,0
Northern Mariana Islands,2020-W07,0
Northern Mariana Islands,2020-W08,0
Northern Mariana Islands,2020-W09,0
Northern Mariana Islands,2020-W11,0
Northern Mariana Islands,2020-W12,0
Northern Mariana Islands,2020-W13,0
Northern Mariana Islands,2020-W14,4
Northern Mariana Islands,2020-W16,89
Northern Mariana Islands,2020-W17,98
Northern Mariana Islands,2020-W18,56
Northern Mariana Islands,2020-W20,97
Northern Mariana Islands,2020-W21,150
Northern Mariana Islands,2020-W22,154
Northern Mariana Islands,2020-W24,60
Northern Mariana Islands,2020-W25,210
Northern Mariana Islands,2020-W26,210
Northern Mariana Islands,2020-W27,60
Northern Mariana Islands,2020-W29,249
Northern Mariana Islands,2020-W30,265
Northern Mariana Islands,2020-W31,202
Northern Mariana Islands,2020-W33,198
Northern Mariana Islands,2020-W34,374
Northern Mariana Islands,2020-W35,380
Northern Mariana Islands,2020-W36,56
Northern Mariana Islands,2020-W37,60
Northern Mariana Islands,2020-W38,435
Northern Mariana Islands,2020-W39,483
Northern Mariana Islands,2020-W40,210
Northern Mariana Islands,2020-W42,477
Northern Mariana Islands,2020-W43,612
Northern Mariana Islands,2020-W44,548
Northern Mariana Islands,2020-W46,302
Northern Mariana Islands,2020-W47,721
Northern Mariana Islands,2020-W48,729
Northern Mariana Islands,2020-W49,105
Northern Mariana Islands,2020-W50,113
Northern Mariana Islands,2020-W51,798
Northern Mariana Islands,2020-W52,834
Northern Mariana Islands,2020-W53,488
Ohio,2020-W04,0
Ohio,2020-W05,0
Ohio,2020-W07,0
Ohio,2020-W08,0
Ohio,2020-W09,0
Ohio,2020-W11,68
Ohio,2020-W12,1101
Ohio,2020-W13,6778
Ohio,2020-W14,4132
Ohio,2020-W16,61399
Ohio,2020-W17,102183
Ohio,2020-W18,68424
Ohio,2020-W20,134429
Ohio,2020-W21,211122
Ohio,2020-W22,237949
Ohio,2020-W24,81999
Ohio,2020-W25,301930
Ohio,2020-W26,334476
Ohio,2020-W27,102835
Ohio,2020-W29,495793
Ohio,2020-W30,561314
Ohio,2020-W31,440352
Ohio,2020-W33,427944
Ohio,2020-W34,783869
Ohio,2020-W35,832262
Ohio,2020-W36,123155
Ohio,2020-W37,137405
Ohio,2020-W38,990524
Ohio,2020-W39,1035224
Ohio,2020-W40,458696
Ohio,2020-W42,1061137
Ohio,2020-W43,1334567
Ohio,2020-W44,1245734
Ohio,2020-W46,870867
Ohio,2020-W47,2293378
Ohio,2020-W48,2721573
Ohio,2020-W49,421063
Ohio,2020-W50,562727
Ohio,2020-W51,4174000
Ohio,2020-W52,4553701
Ohio,2020-W53,2748742
Oklahoma,2020-W04,0
Oklahoma,2020-W05,0
Oklahoma,2020-W07,0
Oklahoma,2020-W08,0
Oklahoma,2020-W09,0
Oklahoma,2020-W11,11
Oklahoma,2020-W12,257
Oklahoma,2020-W13,1727
Oklahoma,2020-W14,1049
Oklahoma,2020-W16,16370
Oklahoma,2020-W17,20967
Oklahoma,2020-W18,13782
Oklahoma,2020-W20,25455
Oklahoma,2020-W21,39945
Oklahoma,2020-W22,43904
Oklahoma,2020-W24,16304
Oklahoma,2020-W25,65582
Oklahoma,2020-W26,83163
Oklahoma,2020-W27,26932
Oklahoma,2020-W29,163203
Oklahoma,2020-W30,197511
Oklahoma,2020-W31,173310
Oklahoma,2020-W33,189140
Oklahoma,2020-W34,356125
Oklahoma,2020-W35,389814
Oklahoma,2020-W36,58733
Oklahoma,2020-W37,69354
Oklahoma,2020-W38,514317
Oklahoma,2020-W39,568748
Oklahoma,2020-W40,258612
Oklahoma,2020-W42,627019
Oklahoma,2020-W43,787236
Oklahoma,2020-W44,719410
Oklahoma,2020-W46,451691
Oklahoma,2020-W47,1153545
Oklahoma,2020-W48,1304104
Oklahoma,2020-W49,197745
Oklahoma,2020-W50,237682
Oklahoma,2020-W51,1744041
Oklahoma,2020-W52,1900125
Oklahoma,2020-W53,1145322
Oregon,2020-W04,0
Oregon,2020-W05,0
Oregon,2020-W07,0
Oregon,2020-W08,0
Oregon,2020-W09,1
Oregon,2020-W11,102
Oregon,2020-W12,680
Oregon,2020-W13,2426
Oregon,2020-W14,1296
Oregon,2020-W16,12155
Oregon,2020-W17,14888
Oregon,2020-W18,9695
Oregon,2020-W20,17671
Oregon,2020-W21,26710
Oregon,2020-W22,28599
Oregon,2020-W24,11013
Oregon,2020-W25,44761
Oregon,2020-W26,53622
Oregon,2020-W27,17141
Oregon,2020-W29,94363
Oregon,2020-W30,110446
Oregon,2020-W31,88840
Oregon,2020-W33,91193
Oregon,2020-W34,169230
Oregon,2020-W35,180779
Oregon,2020-W36,26713
Oregon,2020-W37,29337
Oregon,2020-W38,210651
Oregon,2020-W39,223391
Oregon,2020-W40,99794
Oregon,2020-W42,232247
Oregon,2020-W43,286004
Oregon,2020-W44,261574
Oregon,2020-W46,167835
Oregon,2020-W47,427771
Oregon,2020-W48,488129
Oregon,2020-W49,75431
Oregon,2020-W50,93853
Oregon,2020-W51,692712
Oregon,2020-W52,746491
Oregon,2020-W53,447941
Pennsylvania,2020-W04,0
Pennsylvania,2020-W05,0
Pennsylvania,2020-W07,0
Pennsylvania,2020-W08,0
Pennsylvania,2020-W09,0
Pennsylvania,2020-W11,135
Pennsylvania,2020-W12,1771
Pennsylvania,2020-W13,13321
Pennsylvania,2020-W14,9118
Pennsylvania,2020-W16,199455
Pennsylvania,2020-W17,267763
Pennsylvania,2020-W18,183219
Pennsylvania,2020-W20,319682
Pennsylvania,2020-W21,481910
Pennsylvania,2020-W22,515961
Pennsylvania,2020-W24,164785
Pennsylvania,2020-W25,588783
Pennsylvania,2020-W26,613422
Pennsylvania,2020-W27,180340
Pennsylvania,2020-W29,717088
Pennsylvania,2020-W30,760648
Pennsylvania,2020-W31,571333
Pennsylvania,2020-W33,510395
Pennsylvania,2020-W34,918789
Pennsylvania,2020-W35,950075
Pennsylvania,2020-W36,138426
Pennsylvania,2020-W37,149094
Pennsylvania,2020-W38,1067591
Pennsylvania,2020-W39,1107511
Pennsylvania,2020-W40,488643
Pennsylvania,2020-W42,1099573
Pennsylvania,2020-W43,1356416
Pennsylvania,2020-W44,1243389
Pennsylvania,2020-W46,799033
Pennsylvania,2020-W47,2073335
Pennsylvania,2020-W48,2404484
Pennsylvania,2020-W49,369016
Pennsylvania,2020-W50,499621
Pennsylvania,2020-W51,3758926
Pennsylvania,2020-W52,4176007
Pennsylvania,2020-W53,2541055
Puerto Rico,2020-W04,0
Puerto Rico,2020-W05,0
Puerto Rico,2020-W07,0
Puerto Rico,2020-W08,0
Puerto Rico,2020-W09,0
Puerto Rico,2020-W11,0
Puerto Rico,2020-W12,78
Puerto Rico,2020-W13,491
Puerto Rico,2020-W14,413
Puerto Rico,2020-W16,7242
Puerto Rico,2020-W17,8067
Puerto Rico,2020-W18,3631
Puerto Rico,2020-W20,5448
Puerto Rico,2020-W21,8444
Puerto Rico,2020-W22,8844
Puerto Rico,2020-W24,2931
Puerto Rico,2020-W25,10501
Puerto Rico,2020-W26,11055
Puerto Rico,2020-W27,3331
Puerto Rico,2020-W29,22401
Puerto Rico,2020-W30,32242
Puerto Rico,2020-W31,28618
Puerto Rico,2020-W33,43329
Puerto Rico,2020-W34,88895
Puerto Rico,2020-W35,101334
Puerto Rico,2020-W36,15476
Puerto Rico,2020-W37,17769
Puerto Rico,2020-W38,132058
Puerto Rico,2020-W39,149034
Puerto Rico,2020-W40,71158
Puerto Rico,2020-W42,167893
Puerto Rico,2020-W43,212009
Puerto Rico,2020-W44,198456
Puerto Rico,2020-W46,125370
Puerto Rico,2020-W47,314170
Puerto Rico,2020-W48,348660
Puerto Rico,2020-W49,52545
Puerto Rico,2020-W50,62431
Puerto Rico,2020-W51,456617
Puerto Rico,2020-W52,497151
Puerto Rico,2020-W53,301627
Rhode Island,2020-W04,0
Rhode Island,2020-W05,0
Rhode Island,2020-W07,0
Rhode Island,2020-W08,0
Rhode Island,2020-W09,0
Rhode Island,2020-W11,52
Rhode Island,2020-W12,324
Rhode Island,2020-W13,1263
Rhode Island,2020-W14,896
Rhode Island,2020-W16,26070
Rhode Island,2020-W17,43954
Rhode Island,2020-W18,32503
Rhode Island,2020-W20,61178
Rhode Island,2020-W21,94426
Rhode Island,2020-W22,101504
Rhode Island,2020-W24,31894
Rhode Island,2020-W25,113750
Rhode Island,2020-W26,116221
Rhode Island,2020-W27,33577
Rhode Island,2020-W29,123805
Rhode Island,2020-W30,126772
Rhode Island,2020-W31,94012
Rhode Island,2020-W33,81245
Rhode Island,2020-W34,145996
Rhode Island,2020-W35,150766
Rhode Island,2020-W36,21949
Rhode Island,2020-W37,22905
Rhode Island,2020-W38,164086
Rhode Island,2020-W39,169007
Rhode Island,2020-W40,73728
Rhode Island,2020-W42,164635
Rhode Island,2020-W43,206067
Rhode Island,2020-W44,192473
Rhode Island,2020-W46,124587
Rhode Island,2020-W47,325316
Rhode Island,2020-W48,368493
Rhode Island,2020-W49,56723
Rhode Island,2020-W50,70818
Rhode Island,2020-W51,536243
Rhode Island,2020-W52,571748
Rhode Island,2020-W53,348289
South Carolina,2020-W04,0
South Carolina,2020-W05,0
South Carolina,2020-W07,0
South Carolina,2020-W08,0
South Carolina,2020-W09,0
South Carolina,2020-W11,46
South Carolina,2020-W12,713
South Carolina,2020-W13,3464
South Carolina,2020-W14,2008
South Carolina,2020-W16,27255
South Carolina,2020-W17,34384
South Carolina,2020-W18,23325
South Carolina,2020-W20,42103
South Carolina,2020-W21,66183
South Carolina,2020-W22,76391
South Carolina,2020-W24,36750
South Carolina,2020-W25,152482
South Carolina,2020-W26,204751
South Carolina,2020-W27,71043
South Carolina,2020-W29,448543
South Carolina,2020-W30,536244
South Carolina,2020-W31,428960
South Carolina,2020-W33,421129
South Carolina,2020-W34,766017
South Carolina,2020-W35,806254
South Carolina,2020-W36,118992
South Carolina,2020-W37,131864
South Carolina,2020-W38,946984
South Carolina,2020-W39,998368
South Carolina,2020-W40,442031
South Carolina,2020-W42,969255
South Carolina,2020-W43,1172512
